#group,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,countStepDown,eventName,mozarkEventAttributes_applicationId,mozarkEventAttributes_applicationName,mozarkEventAttributes_applicationVersion,mozarkEventAttributes_city,mozarkEventAttributes_contentID,mozarkEventAttributes_cpu,mozarkEventAttributes_deviceId,mozarkEventAttributes_deviceMake,mozarkEventAttributes_deviceModel,mozarkEventAttributes_operator,mozarkEventAttributes_orderId,mozarkEventAttributes_ram,mozarkEventAttributes_scriptId,mozarkEventAttributes_serialId,mozarkEventAttributes_testId,mozarkEventAttributes_userId,mozarkEventAttributes_userName,mozarkEventAttributes_videoPlayTime,rxDelta,testId,videoQuality
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-02T08:06:35Z,1,flag,VideoResolution,0,homeElementsAppear,com.sonyliv,SonyLIV,6.9.4,Jaipur,1540007719,NA,R5CR11D6HRL,9,Samsung Galaxy S20 (Rooted),,13,NA,script1,R5CR11D6HRL,4996,1,1,120000,0.0,4996,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-01T12:34:05Z,2,flag,VideoResolution,0,appLaunch,in.startv.hotstar,Hotstar,12.0.9,Jaipur,1540007719,8,81b23483,11,Xiaomi Note 10 Pro,,5,6,script3,81b23483,4923,3,3,120000,459.457,4923,SD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-06T04:47:25Z,1,flag,VideoResolution,1,appLaunch,com.netflix.mediaclient,Netflix,7.111.,Phuket,1540008189,NA,RZ8R31QDBZF,11,Samsung Galaxy A72,,7,NA,script3,RZ8R31QDBZF,5437,3,3,36000000,73.114,5437,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-04T04:01:10Z,1,flag,VideoResolution,0,appLaunch,com.netflix.mediaclient,Netflix,7.111.,Phuket,1540008189,NA,RZ8R31QDBZF,11,Samsung Galaxy A72,,7,NA,script3,RZ8R31QDBZF,5373,3,3,36000000,0.371,5373,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-02T17:20:20Z,1,flag,VideoResolution,0,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Kolkata,1540007719,8,dc1f9ad9,11,Xiaomi Note 10 Pro,,6,6,script3,dc1f9ad9,5130,3,3,120000,39.583,5130,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-02T23:00:30Z,1,flag,VideoResolution,0,appLaunch,com.netflix.mediaclient,Netflix,7.111.,Chennai,1540007719,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,7,NA,script3,4bbbadfd,5119,3,3,120000,11.01,5119,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-06T04:46:25Z,2,flag,VideoResolution,1,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Chennai,1540008189,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,6,NA,script3,4bbbadfd,5438,3,3,36000000,750.2710000000001,5438,SD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-06T04:57:40Z,2,flag,VideoResolution,0,appLaunch,in.startv.hotstar,Hotstar,12.0.9,Chennai,1540008189,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,5,NA,script3,4bbbadfd,5440,3,3,36000000,834.363,5440,SD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-03T12:44:40Z,3,flag,VideoResolution,0,clickOnPlay,in.startv.hotstar,Hotstar,12.0.9,Jaipur,1540008153,NA,R5CR11D6HRL,9,Samsung Galaxy S20 (Rooted),,8,NA,script12,R5CR11D6HRL,5234,1,1,9600000,1233.3790000000001,5234,HD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-03T03:01:40Z,1,flag,VideoResolution,1,appLaunch,com.netflix.mediaclient,Netflix,7.111.,Chennai,1540007719,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,7,NA,script3,4bbbadfd,5155,3,3,120000,91.73,5155,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-06T07:06:55Z,1,flag,VideoResolution,0,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Phuket,1540008189,NA,RZ8R31QDBZF,11,Samsung Galaxy A72,,6,NA,script3,RZ8R31QDBZF,5466,3,3,36000000,6.636,5466,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-06T12:06:50Z,2,flag,VideoResolution,0,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Phuket,1540008318,NA,RZ8R31QDBZF,11,Samsung Galaxy A72,,6,NA,script3,RZ8R31QDBZF,5528,3,3,10800000,455.206,5528,SD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-03T15:02:15Z,4,flag,VideoResolution,0,appLaunch,com.netflix.mediaclient,Netflix,7.111.,Phuket,1540008153,NA,RZ8R31QDBZF,11,Samsung Galaxy A72,,7,NA,script3,RZ8R31QDBZF,5255,3,3,2700000,2377.138,5255,vHD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-03T07:21:40Z,2,flag,VideoResolution,0,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Chennai,1260064566,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,6,NA,script3,4bbbadfd,5199,3,3,120000,839.552,5199,SD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-06T09:46:05Z,3,flag,VideoResolution,0,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Chennai,1540008189,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,6,NA,script3,4bbbadfd,5498,3,3,36000000,1203.405,5498,HD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-06T20:45:20Z,1,flag,VideoResolution,0,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Chennai,1540008318,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,6,NA,script3,4bbbadfd,5672,3,3,10800000,4.165,5672,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-03T23:00:50Z,1,flag,VideoResolution,0,appLaunch,com.netflix.mediaclient,Netflix,7.111.,Phuket,1540008189,NA,RZ8R31QDBZF,11,Samsung Galaxy A72,,7,NA,script3,RZ8R31QDBZF,5328,3,3,36000000,0.0,5328,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-03T23:00:55Z,1,flag,VideoResolution,0,appLaunch,com.netflix.mediaclient,Netflix,7.111.,Phuket,1540008189,NA,RZ8R31QDBZF,11,Samsung Galaxy A72,,7,NA,script3,RZ8R31QDBZF,5328,3,3,36000000,0.0,5328,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-03T23:01:15Z,1,flag,VideoResolution,0,appLaunch,com.netflix.mediaclient,Netflix,7.111.,Phuket,1540008189,NA,RZ8R31QDBZF,11,Samsung Galaxy A72,,7,NA,script3,RZ8R31QDBZF,5328,3,3,36000000,0.0,5328,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-03T23:01:35Z,1,flag,VideoResolution,0,appLaunch,com.netflix.mediaclient,Netflix,7.111.,Phuket,1540008189,NA,RZ8R31QDBZF,11,Samsung Galaxy A72,,7,NA,script3,RZ8R31QDBZF,5328,3,3,36000000,0.0,5328,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-03T23:01:40Z,1,flag,VideoResolution,0,appLaunch,com.netflix.mediaclient,Netflix,7.111.,Phuket,1540008189,NA,RZ8R31QDBZF,11,Samsung Galaxy A72,,7,NA,script3,RZ8R31QDBZF,5328,3,3,36000000,0.0,5328,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-03T12:44:00Z,3,flag,VideoResolution,0,clickOnPlay,in.startv.hotstar,Hotstar,12.0.9,Jaipur,1540008153,NA,R5CR11D6HRL,9,Samsung Galaxy S20 (Rooted),,8,NA,script12,R5CR11D6HRL,5234,1,1,9600000,1198.219,5234,HD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-02T05:12:00Z,3,flag,VideoResolution,0,appLaunch,in.startv.hotstar,Hotstar,12.0.9,Kolkata,1540007719,8,dc1f9ad9,11,Xiaomi Note 10 Pro,,5,6,script3,dc1f9ad9,4984,3,3,120000,1166.778,4984,HD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-01T07:20:10Z,2,flag,VideoResolution,0,appLaunch,com.netflix.mediaclient,Netflix,7.111.,Jaipur,1540007719,8,81b23483,11,Xiaomi Note 10 Pro,,7,6,script3,81b23483,4899,3,3,120000,719.4350000000001,4899,SD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-06T11:06:00Z,4,flag,VideoResolution,0,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Phuket,1540008189,NA,RZ8R31QDBZF,11,Samsung Galaxy A72,,6,NA,script3,RZ8R31QDBZF,5515,3,3,36000000,2441.356,5515,vHD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-06T23:45:20Z,1,flag,VideoResolution,0,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Chennai,1540008318,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,6,NA,script3,4bbbadfd,5726,3,3,10800000,0.0,5726,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-06T23:45:25Z,1,flag,VideoResolution,0,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Chennai,1540008318,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,6,NA,script3,4bbbadfd,5726,3,3,10800000,0.0,5726,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-06T23:46:50Z,1,flag,VideoResolution,0,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Chennai,1540008318,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,6,NA,script3,4bbbadfd,5726,3,3,10800000,0.0,5726,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-04T08:21:15Z,4,flag,VideoResolution,0,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Phuket,1540008189,NA,RZ8R31QDBZF,11,Samsung Galaxy A72,,6,NA,script3,RZ8R31QDBZF,5412,3,3,36000000,1519.809,5412,vHD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-03T18:21:30Z,2,flag,VideoResolution,0,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Phuket,1540008189,NA,RZ8R31QDBZF,11,Samsung Galaxy A72,,6,NA,script3,RZ8R31QDBZF,5286,3,3,36000000,708.5740000000001,5286,SD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-01T11:32:00Z,4,flag,VideoResolution,0,appLaunch,com.netflix.mediaclient,Netflix,7.111.,Kolkata,1540007719,8,dc1f9ad9,11,Xiaomi Note 10 Pro,,7,6,script3,dc1f9ad9,4917,3,3,120000,2541.397,4917,vHD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-06T07:47:25Z,1,flag,VideoResolution,1,appLaunch,com.netflix.mediaclient,Netflix,7.111.,Phuket,1540008189,NA,RZ8R31QDBZF,11,Samsung Galaxy A72,,7,NA,script3,RZ8R31QDBZF,5475,3,3,36000000,95.013,5475,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-02T09:27:00Z,1,flag,VideoResolution,0,homeElementsAppear,com.sonyliv,SonyLIV,6.9.4,Jaipur,1540007719,NA,R5CR11D6HRL,9,Samsung Galaxy S20 (Rooted),,13,NA,script2,R5CR11D6HRL,5007,1,1,120000,5.055,5007,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-07T00:55:15Z,1,flag,VideoResolution,0,appLaunch,in.startv.hotstar,Hotstar,12.0.9,Chennai,1540008318,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,5,NA,script3,4bbbadfd,5747,3,3,10800000,0.0,5747,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-07T00:55:20Z,1,flag,VideoResolution,0,appLaunch,in.startv.hotstar,Hotstar,12.0.9,Chennai,1540008318,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,5,NA,script3,4bbbadfd,5747,3,3,10800000,0.0,5747,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-07T00:55:25Z,1,flag,VideoResolution,0,appLaunch,in.startv.hotstar,Hotstar,12.0.9,Chennai,1540008318,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,5,NA,script3,4bbbadfd,5747,3,3,10800000,0.0,5747,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-07T00:55:30Z,1,flag,VideoResolution,0,appLaunch,in.startv.hotstar,Hotstar,12.0.9,Chennai,1540008318,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,5,NA,script3,4bbbadfd,5747,3,3,10800000,0.0,5747,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-01T11:50:50Z,2,flag,VideoResolution,0,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Kolkata,1540007719,8,dc1f9ad9,11,Xiaomi Note 10 Pro,,6,6,script3,dc1f9ad9,4918,3,3,120000,576.796,4918,SD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-06T04:57:15Z,2,flag,VideoResolution,1,appLaunch,in.startv.hotstar,Hotstar,12.0.9,Chennai,1540008189,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,5,NA,script3,4bbbadfd,5440,3,3,36000000,788.565,5440,SD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-06T07:45:55Z,4,flag,VideoResolution,0,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Chennai,1540008189,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,6,NA,script3,4bbbadfd,5474,3,3,36000000,2228.993,5474,vHD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-06T10:57:20Z,4,flag,VideoResolution,0,appLaunch,in.startv.hotstar,Hotstar,12.0.9,Chennai,1540008189,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,5,NA,script3,4bbbadfd,5513,3,3,36000000,2366.39,5513,vHD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-01T19:11:35Z,1,flag,VideoResolution,0,appLaunch,in.startv.hotstar,Hotstar,12.0.9,Kolkata,1540007719,8,dc1f9ad9,11,Xiaomi Note 10 Pro,,5,6,script3,dc1f9ad9,4953,3,3,120000,0.12,4953,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-07T00:45:25Z,1,flag,VideoResolution,0,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Chennai,1540008318,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,6,NA,script3,4bbbadfd,5744,3,3,10800000,4.559,5744,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-02T01:19:25Z,1,flag,VideoResolution,0,appLaunch,in.startv.hotstar,Hotstar,12.0.9,Kolkata,1540007719,8,dc1f9ad9,11,Xiaomi Note 10 Pro,,5,6,script3,dc1f9ad9,4971,3,3,120000,0.249,4971,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-06T04:56:50Z,1,flag,VideoResolution,1,appLaunch,in.startv.hotstar,Hotstar,12.0.9,Chennai,1540008189,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,5,NA,script3,4bbbadfd,5440,3,3,36000000,88.846,5440,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-01T19:14:25Z,1,flag,VideoResolution,0,appLaunch,in.startv.hotstar,Hotstar,12.0.9,Kolkata,1540007719,8,dc1f9ad9,11,Xiaomi Note 10 Pro,,5,6,script3,dc1f9ad9,4953,3,3,120000,96.52,4953,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-06T05:05:35Z,2,flag,VideoResolution,0,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Phuket,1540008189,NA,RZ8R31QDBZF,11,Samsung Galaxy A72,,6,NA,script3,RZ8R31QDBZF,5442,3,3,36000000,392.74,5442,SD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-06T05:45:35Z,1,flag,VideoResolution,0,appLaunch,com.netflix.mediaclient,Netflix,7.111.,Phuket,1540008189,NA,RZ8R31QDBZF,11,Samsung Galaxy A72,,7,NA,script3,RZ8R31QDBZF,5450,3,3,36000000,6.056,5450,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-01T07:21:20Z,4,flag,VideoResolution,0,appLaunch,com.netflix.mediaclient,Netflix,7.111.,Jaipur,1540007719,8,81b23483,11,Xiaomi Note 10 Pro,,7,6,script3,81b23483,4899,3,3,120000,5704.484,4899,vHD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-03T03:20:50Z,4,flag,VideoResolution,0,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Chennai,1540007719,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,6,NA,script3,4bbbadfd,5158,3,3,120000,4779.1050000000005,5158,vHD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-01T15:00:00Z,1,flag,VideoResolution,0,clickOnPlay,in.startv.hotstar,Hotstar,12.0.9,Pune,1540007719,8,ZF62238JS5,8,Moto E5,,8,3,hotstar,ZF62238JS5,4935,1,1,120000,1.732,4935,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-03T11:02:40Z,4,flag,VideoResolution,0,appLaunch,in.startv.hotstar,Hotstar,12.0.9,Kolkata,1260064566,8,dc1f9ad9,11,Xiaomi Note 10 Pro,,5,6,script3,dc1f9ad9,5221,3,3,120000,1685.382,5221,vHD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-01T18:13:40Z,1,flag,VideoResolution,0,appLaunch,in.startv.hotstar,Hotstar,12.0.9,Kolkata,1540007719,8,dc1f9ad9,11,Xiaomi Note 10 Pro,,5,6,script3,dc1f9ad9,4950,3,3,120000,49.416000000000004,4950,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-06T13:57:40Z,4,flag,VideoResolution,0,appLaunch,in.startv.hotstar,Hotstar,12.0.9,Chennai,1540008318,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,5,NA,script3,4bbbadfd,5550,3,3,10800000,1594.0,5550,vHD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-06T07:47:15Z,4,flag,VideoResolution,0,appLaunch,com.netflix.mediaclient,Netflix,7.111.,Phuket,1540008189,NA,RZ8R31QDBZF,11,Samsung Galaxy A72,,7,NA,script3,RZ8R31QDBZF,5475,3,3,36000000,2508.323,5475,vHD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-02T06:32:10Z,4,flag,VideoResolution,0,appLaunch,com.netflix.mediaclient,Netflix,7.111.,Kolkata,1540007719,8,dc1f9ad9,11,Xiaomi Note 10 Pro,,7,6,script3,dc1f9ad9,4991,3,3,120000,2863.2580000000003,4991,vHD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-06T17:45:45Z,4,flag,VideoResolution,0,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Chennai,1540008318,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,6,NA,script3,4bbbadfd,5617,3,3,10800000,4664.704,5617,vHD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-01T14:14:40Z,1,flag,VideoResolution,0,appLaunch,in.startv.hotstar,Hotstar,12.0.9,Kolkata,1540007719,8,dc1f9ad9,11,Xiaomi Note 10 Pro,,5,6,script3,dc1f9ad9,4929,3,3,120000,40.899,4929,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-06T12:55:30Z,1,flag,VideoResolution,0,appLaunch,in.startv.hotstar,Hotstar,12.0.9,Chennai,1540008318,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,5,NA,script3,4bbbadfd,5538,3,3,10800000,121.511,5538,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-02T07:12:15Z,3,flag,VideoResolution,0,appLaunch,in.startv.hotstar,Hotstar,12.0.9,Kolkata,1540007719,8,dc1f9ad9,11,Xiaomi Note 10 Pro,,5,6,script3,dc1f9ad9,4993,3,3,120000,1316.903,4993,HD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-01T14:59:40Z,1,flag,VideoResolution,0,clickOnPlay,in.startv.hotstar,Hotstar,12.0.9,Pune,1540007719,8,ZF62238JS5,8,Moto E5,,8,3,hotstar,ZF62238JS5,4935,1,1,120000,0.746,4935,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-07T00:56:30Z,4,flag,VideoResolution,0,appLaunch,in.startv.hotstar,Hotstar,12.0.9,Chennai,1540008318,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,5,NA,script3,4bbbadfd,5747,3,3,10800000,2039.031,5747,vHD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-03T20:21:45Z,2,flag,VideoResolution,0,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Phuket,1540008189,NA,RZ8R31QDBZF,11,Samsung Galaxy A72,,6,NA,script3,RZ8R31QDBZF,5304,3,3,36000000,850.086,5304,SD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-02T06:51:20Z,4,flag,VideoResolution,0,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Kolkata,1540007719,8,dc1f9ad9,11,Xiaomi Note 10 Pro,,6,6,script3,dc1f9ad9,4992,3,3,120000,1580.423,4992,vHD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-02T19:00:40Z,1,flag,VideoResolution,0,appLaunch,com.netflix.mediaclient,Netflix,7.111.,Chennai,1540007719,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,7,NA,script3,4bbbadfd,5083,3,3,120000,128.991,5083,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-07T03:45:40Z,1,flag,VideoResolution,0,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Chennai,1540008318,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,6,NA,script3,4bbbadfd,5798,3,3,10800000,131.077,5798,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-02T22:02:20Z,4,flag,VideoResolution,0,appLaunch,com.netflix.mediaclient,Netflix,7.111.,Chennai,1540007719,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,7,NA,script3,4bbbadfd,5110,3,3,120000,1864.528,5110,vHD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-03T00:21:35Z,3,flag,VideoResolution,0,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Chennai,1540007719,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,6,NA,script3,4bbbadfd,5131,3,3,120000,861.349,5131,HD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-03T21:21:45Z,2,flag,VideoResolution,1,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Phuket,1540008189,NA,RZ8R31QDBZF,11,Samsung Galaxy A72,,6,NA,script3,RZ8R31QDBZF,5313,3,3,36000000,761.708,5313,SD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-04T03:01:20Z,1,flag,VideoResolution,0,appLaunch,com.netflix.mediaclient,Netflix,7.111.,Phuket,1540008189,NA,RZ8R31QDBZF,11,Samsung Galaxy A72,,7,NA,script3,RZ8R31QDBZF,5364,3,3,36000000,0.606,5364,LD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-04T05:21:25Z,2,flag,VideoResolution,0,appLaunch,com.amazon.avod.thirdpartyclient,Prime,3.0.300.9047,Phuket,1540008189,NA,RZ8R31QDBZF,11,Samsung Galaxy A72,,6,NA,script3,RZ8R31QDBZF,5385,3,3,36000000,722.986,5385,SD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-06T08:56:40Z,4,flag,VideoResolution,0,appLaunch,in.startv.hotstar,Hotstar,12.0.9,Chennai,1540008189,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,5,NA,script3,4bbbadfd,5489,3,3,36000000,1679.337,5489,vHD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-06T12:56:00Z,4,flag,VideoResolution,0,appLaunch,in.startv.hotstar,Hotstar,12.0.9,Chennai,1540008318,NA,4bbbadfd,11,Xiaomi Note 10 Pro,,5,NA,script3,4bbbadfd,5538,3,3,10800000,3362.487,5538,vHD
,,0,2021-08-08T17:33:15.850827002Z,2021-09-07T17:33:15.850827002Z,2021-09-01T12:33:20Z,4,flag,VideoResolution,0,appLaunch,in.startv.hotstar,Hotstar,12.0.9,Jaipur,1540007719,8,81b23483,11,Xiaomi Note 10 Pro,,5,6,script3,81b23483,4923,3,3,120000,3134.425,4923,vHD
